lane,storage_bin,pallets_space,material,soh,soh_pallets,qty_per_pallet,lane_rank,zone
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH3,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH5,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH6,48,SKU_51,104,48,2,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH7,48,SKU_106,840,38,22,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH8,40,SKU_51,104,32,3,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
GH,GH9,40,SKU_62,112,24,5,3,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA030,21,SKU_28,300,21,14,4,Priority
HA,HA031,5,SKU_18,840,4,210,4,Priority
HA,HA031,5,SKU_18,840,4,210,4,Priority
HA,HA031,5,SKU_18,840,4,210,4,Priority
HA,HA031,5,SKU_18,840,4,210,4,Priority
HA,HA032,5,SKU_136,130,5,26,4,Priority
HA,HA032,5,SKU_136,130,5,26,4,Priority
HA,HA032,5,SKU_136,130,5,26,4,Priority
HA,HA032,5,SKU_136,130,5,26,4,Priority
HA,HA032,5,SKU_136,130,5,26,4,Priority
HA,HA033,1,SKU_68,840,1,840,4,Priority
HA,HA033,1,SKU_68,840,1,840,4,Priority
HA,HA033,1,SKU_68,840,1,840,4,Priority
HA,HA033,1,SKU_68,840,1,840,4,Priority
HA,HA033,1,SKU_68,840,1,840,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA040,21,SKU_93,400,10,40,4,Priority
HA,HA041,5,SKU_15,840,4,210,4,Priority
HA,HA041,5,SKU_15,840,4,210,4,Priority
HA,HA041,5,SKU_15,840,4,210,4,Priority
HA,HA041,5,SKU_15,840,4,210,4,Priority
HA,HA042,5,SKU_136,130,5,26,4,Priority
HA,HA042,5,SKU_136,130,5,26,4,Priority
HA,HA042,5,SKU_136,130,5,26,4,Priority
HA,HA042,5,SKU_136,130,5,26,4,Priority
HA,HA042,5,SKU_136,130,5,26,4,Priority
HA,HA043,1,SKU_12,200,1,200,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA050,21,SKU_3,400,15,27,4,Priority
HA,HA051,5,SKU_17,200,4,50,4,Priority
HA,HA051,5,SKU_17,200,4,50,4,Priority
HA,HA051,5,SKU_17,200,4,50,4,Priority
HA,HA051,5,SKU_17,200,4,50,4,Priority
HA,HA052,5,SKU_136,130,5,26,4,Priority
HA,HA052,5,SKU_136,130,5,26,4,Priority
HA,HA052,5,SKU_136,130,5,26,4,Priority
HA,HA052,5,SKU_136,130,5,26,4,Priority
HA,HA052,5,SKU_136,130,5,26,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA060,21,SKU_29,400,14,29,4,Priority
HA,HA061,5,SKU_15,840,5,168,4,Priority
HA,HA061,5,SKU_15,840,5,168,4,Priority
HA,HA061,5,SKU_15,840,5,168,4,Priority
HA,HA061,5,SKU_15,840,5,168,4,Priority
HA,HA061,5,SKU_15,840,5,168,4,Priority
HA,HA062,5,SKU_68,840,5,168,4,Priority
HA,HA062,5,SKU_68,840,5,168,4,Priority
HA,HA062,5,SKU_68,840,5,168,4,Priority
HA,HA062,5,SKU_68,840,5,168,4,Priority
HA,HA062,5,SKU_68,840,5,168,4,Priority
HA,HA063,1,SKU_136,130,1,130,4,Priority
HA,HA063,1,SKU_136,130,1,130,4,Priority
HA,HA063,1,SKU_136,130,1,130,4,Priority
HA,HA063,1,SKU_136,130,1,130,4,Priority
HA,HA063,1,SKU_136,130,1,130,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA070,21,SKU_31,400,20,20,4,Priority
HA,HA071,5,SKU_114,200,5,40,4,Priority
HA,HA071,5,SKU_114,200,5,40,4,Priority
HA,HA071,5,SKU_114,200,5,40,4,Priority
HA,HA071,5,SKU_114,200,5,40,4,Priority
HA,HA071,5,SKU_114,200,5,40,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA080,21,SKU_90,300,21,14,4,Priority
HA,HA081,5,SKU_12,200,5,40,4,Priority
HA,HA081,5,SKU_12,200,5,40,4,Priority
HA,HA081,5,SKU_12,200,5,40,4,Priority
HA,HA081,5,SKU_12,200,5,40,4,Priority
HA,HA081,5,SKU_12,200,5,40,4,Priority
HA,HA082,5,SKU_68,840,5,168,4,Priority
HA,HA082,5,SKU_68,840,5,168,4,Priority
HA,HA082,5,SKU_68,840,5,168,4,Priority
HA,HA082,5,SKU_68,840,5,168,4,Priority
HA,HA082,5,SKU_68,840,5,168,4,Priority
HA,HA083,1,SKU_75,840,1,840,4,Priority
HA,HA083,1,SKU_75,840,1,840,4,Priority
HA,HA083,1,SKU_75,840,1,840,4,Priority
HA,HA083,1,SKU_75,840,1,840,4,Priority
HA,HA083,1,SKU_75,840,1,840,4,Priority
HA,HA091,5,SKU_140,130,1,130,4,Priority
HA,HA092,5,SKU_113,840,4,210,4,Priority
HA,HA092,5,SKU_113,840,4,210,4,Priority
HA,HA092,5,SKU_113,840,4,210,4,Priority
HA,HA092,5,SKU_113,840,4,210,4,Priority
HA,HA093,1,SKU_68,840,1,840,4,Priority
HA,HA093,1,SKU_68,840,1,840,4,Priority
HA,HA093,1,SKU_68,840,1,840,4,Priority
HA,HA093,1,SKU_68,840,1,840,4,Priority
HA,HA093,1,SKU_68,840,1,840,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA100,21,SKU_31,400,20,20,4,Priority
HA,HA101,5,SKU_12,200,5,40,4,Priority
HA,HA101,5,SKU_12,200,5,40,4,Priority
HA,HA101,5,SKU_12,200,5,40,4,Priority
HA,HA101,5,SKU_12,200,5,40,4,Priority
HA,HA101,5,SKU_12,200,5,40,4,Priority
HA,HA102,5,SKU_113,840,4,210,4,Priority
HA,HA102,5,SKU_113,840,4,210,4,Priority
HA,HA102,5,SKU_113,840,4,210,4,Priority
HA,HA102,5,SKU_113,840,4,210,4,Priority
HA,HA103,1,SKU_68,840,1,840,4,Priority
HA,HA103,1,SKU_68,840,1,840,4,Priority
HA,HA103,1,SKU_68,840,1,840,4,Priority
HA,HA103,1,SKU_68,840,1,840,4,Priority
HA,HA103,1,SKU_68,840,1,840,4,Priority
HA,HA111,5,SKU_140,130,2,65,4,Priority
HA,HA111,5,SKU_140,130,2,65,4,Priority
HA,HA112,5,SKU_16,200,5,40,4,Priority
HA,HA112,5,SKU_16,200,5,40,4,Priority
HA,HA112,5,SKU_16,200,5,40,4,Priority
HA,HA112,5,SKU_16,200,5,40,4,Priority
HA,HA112,5,SKU_16,200,5,40,4,Priority
HA,HA113,1,SKU_68,840,1,840,4,Priority
HA,HA113,1,SKU_68,840,1,840,4,Priority
HA,HA113,1,SKU_68,840,1,840,4,Priority
HA,HA113,1,SKU_68,840,1,840,4,Priority
HA,HA113,1,SKU_68,840,1,840,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA120,21,SKU_86,300,21,14,4,Priority
HA,HA121,5,SKU_12,200,4,50,4,Priority
HA,HA121,5,SKU_12,200,4,50,4,Priority
HA,HA121,5,SKU_12,200,4,50,4,Priority
HA,HA121,5,SKU_12,200,4,50,4,Priority
HA,HA122,5,SKU_16,200,5,40,4,Priority
HA,HA122,5,SKU_16,200,5,40,4,Priority
HA,HA122,5,SKU_16,200,5,40,4,Priority
HA,HA122,5,SKU_16,200,5,40,4,Priority
HA,HA122,5,SKU_16,200,5,40,4,Priority
HA,HA123,1,SKU_138,130,1,130,4,Priority
HA,HA123,1,SKU_138,130,1,130,4,Priority
HA,HA123,1,SKU_138,130,1,130,4,Priority
HA,HA123,1,SKU_138,130,1,130,4,Priority
HA,HA123,1,SKU_138,130,1,130,4,Priority
HA,HA131,5,SKU_12,200,5,40,4,Priority
HA,HA131,5,SKU_12,200,5,40,4,Priority
HA,HA131,5,SKU_12,200,5,40,4,Priority
HA,HA131,5,SKU_12,200,5,40,4,Priority
HA,HA131,5,SKU_12,200,5,40,4,Priority
HA,HA132,5,SKU_16,200,5,40,4,Priority
HA,HA132,5,SKU_16,200,5,40,4,Priority
HA,HA132,5,SKU_16,200,5,40,4,Priority
HA,HA132,5,SKU_16,200,5,40,4,Priority
HA,HA132,5,SKU_16,200,5,40,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA140,21,SKU_14,300,20,15,4,Priority
HA,HA141,5,SKU_138,130,1,130,4,Priority
HA,HA142,5,SKU_16,200,1,200,4,Priority
HA,HA150,21,SKU_73,300,20,15,4,Priority
HA,HA150,21,SKU_73,300,20,15,4,Priority
HA,HA150,21,SKU_73,300,20,15,4,Priority
HA,HA150,21,SKU_73,300,20,15,4,Priority
HA,HA150,21,SKU_73,300,20,15,4,Priority
HA,HA150,21,SKU_73,300,20,15,4,Priority
